mesh_7,mesh_code,NL2017count,NL2017sum,NL2017mean
"3631511","36315122",168,0,0
"3631512","36315127",167,0,0
"3631513","36315172",168,0,0
"3631514","36315177",166,0,0
"3641231","36412322",170,0,0
"3641232","36412327",160,0,0
"3641233","36412372",170,0,0
"3641234","36412377",160,0,0
"3653371","36533722",172,0,0
"3653372","36533727",170,3.97929069399834,0.0234075923176373
"3653373","36533772",170,0,0
"3653374","36533777",171,0.353138417005539,0.00206513694155286
"3724051","37240522",,,
"3724052","37240527",,,
"3724053","37240572",,,
"3724054","37240577",,,
"3724151","37241522",,,
"3724152","37241527",,,
"3724153","37241572",,,
"3724154","37241577",,,
"3725011","37250122",,,
"3725012","37250127",,,
"3725013","37250172",,,
"3725014","37250177",,,
"3725111","37251122",,,
"3725112","37251127",,,
"3725113","37251172",,,
"3725114","37251177",,,
"3725211","37252122",,,
"3725212","37252127",,,
"3725213","37252172",,,
"3725214","37252177",,,
"3725311","37253122",,,
"3725312","37253127",,,
"3725313","37253172",,,
"3725314","37253177",,,
"3725021","37250222",,,
"3725022","37250227",,,
"3725023","37250272",,,
"3725024","37250277",,,
"3725121","37251222",,,
"3725122","37251227",,,
"3725123","37251272",,,
"3725124","37251277",,,
"3725221","37252222",,,
"3725222","37252227",,,
"3725223","37252272",,,
"3725224","37252277",,,
"3725321","37253222",,,
"3725322","37253227",,,
"3725323","37253272",,,
"3725324","37253277",,,
"3725031","37250322",,,
"3725032","37250327",,,
"3725033","37250372",,,
"3725034","37250377",,,
"3725131","37251322",,,
"3725132","37251327",,,
"3725133","37251372",,,
"3725134","37251377",,,
"3741021","37410222",170,0,0
"3741022","37410227",151,0,0
"3741023","37410272",165,0,0
"3741024","37410277",160,0,0
"3741121","37411222",160,1.01727905869484,0.00635799411684275
"3741122","37411227",170,47.283787637949,0.278139927282053
"3741123","37411272",160,0,0
"3741124","37411277",170,0,0
"3741131","37411322",153,0,0
"3741132","37411327",160,0,0
"3741133","37411372",153,0,0
"3741134","37411377",160,0,0
"3823431","38234322",,,
"3823432","38234327",,,
"3823433","38234372",,,
"3823434","38234377",,,
"3823531","38235322",,,
"3823532","38235327",,,
"3823533","38235372",,,
"3823534","38235377",,,
"3823441","38234422",,,
"3823442","38234427",,,
"3823443","38234472",,,
"3823444","38234477",,,
"3823541","38235422",,,
"3823542","38235427",,,
"3823543","38235472",,,
"3823544","38235477",,,
"3823751","38237522",,,
"3823752","38237527",,,
"3823753","38237572",,,
"3823754","38237577",,,
"3824741","38247422",,,
"3824742","38247427",,,
"3824743","38247472",,,
"3824744","38247477",,,
"3831511","38315122",165,0,0
"3831512","38315127",166,0,0
"3831513","38315172",165,0,0
"3831514","38315177",165,0,0
"3831611","38316122",166,0,0
"3831612","38316127",164,0,0
"3831613","38316172",166,0,0
"3831614","38316177",164,0,0
"3831521","38315222",165,0,0
"3831522","38315227",165,0,0
"3831523","38315272",166,0,0
"3831524","38315277",165,0,0
"3831621","38316222",166,0,0
"3831622","38316227",165,0,0
"3831623","38316272",166,0,0
"3831624","38316277",165,0,0
"3831721","38317222",165,0,0
"3831722","38317227",166,0,0
"3831723","38317272",164,0,0
"3831724","38317277",165,0,0
"3841121","38411222",160,0,0
"3841122","38411227",160,0,0
"3841123","38411272",160,0,0
"3841124","38411277",160,0,0
"3926351","39263522",,,
"3926352","39263527",,,
"3926353","39263572",,,
"3926354","39263577",,,
"3926451","39264522",,,
"3926452","39264527",,,
"3926453","39264572",,,
"3926454","39264577",,,
"3926361","39263622",,,
"3926362","39263627",,,
"3926363","39263672",,,
"3926364","39263677",,,
"3926461","39264622",,,
"3926462","39264627",,,
"3926463","39264672",,,
"3926464","39264677",,,
"3926761","39267622",,,
"3926762","39267627",,,
"3926763","39267672",,,
"3926764","39267677",,,
"3926471","39264722",,,
"3926472","39264727",,,
"3926473","39264772",,,
"3926474","39264777",,,
"3927401","39274022",,,
"3927402","39274027",,,
"3927403","39274072",,,
"3927404","39274077",,,
"3927111","39271122",,,
"3927112","39271127",,,
"3927113","39271172",,,
"3927114","39271177",,,
"3927211","39272122",,,
"3927212","39272127",,,
"3927213","39272172",,,
"3927214","39272177",,,
"3927411","39274122",,,
"3927412","39274127",,,
"3927413","39274172",,,
"3927414","39274177",,,
"3927611","39276122",,,
"3927612","39276127",,,
"3927613","39276172",,,
"3927614","39276177",,,
"3927711","39277122",,,
"3927712","39277127",,,
"3927713","39277172",,,
"3927714","39277177",,,
"3927121","39271222",,,
"3927122","39271227",,,
"3927123","39271272",,,
"3927124","39271277",,,
"3927221","39272222",,,
"3927222","39272227",,,
"3927223","39272272",,,
"3927224","39272277",,,
"3927321","39273222",,,
"3927322","39273227",,,
"3927323","39273272",,,
"3927324","39273277",,,
"3927231","39272322",,,
"3927232","39272327",,,
"3927233","39272372",,,
"3927234","39272377",,,
"3927331","39273322",,,
"3927332","39273327",,,
"3927333","39273372",,,
"3927334","39273377",,,
"3927141","39271422",67,0,0
"3927142","39271427",171,0,0
"3927143","39271472",80,0,0
"3927144","39271477",170,0,0
"3927241","39272422",96,0,0
"3927242","39272427",169,0,0
"3927243","39272472",108,0,0
"3927244","39272477",168,0,0
"3927341","39273422",120,0,0
"3927342","39273427",169,0,0
"3927343","39273472",134,0,0
"3927344","39273477",168,0,0
"3927051","39270522",170,0,0
"3927052","39270527",167,0,0
"3927053","39270572",169,0,0
"3927054","39270577",168,0,0
"3927151","39271522",166,0,0
"3927152","39271527",169,0,0
"3927153","39271572",166,0,0
"3927154","39271577",171,0,0
"3927251","39272522",163,0,0
"3927252","39272527",167,0,0
"3927253","39272572",169,0,0
"3927254","39272577",167,0,0
"3927351","39273522",168,0,0
"3927352","39273527",168,0,0
"3927353","39273572",168,0,0
"3927354","39273577",169,0,0
"3927451","39274522",168,0,0
"3927452","39274527",169,0,0
"3927453","39274572",167,0,0
"3927454","39274577",169,0,0
"3927551","39275522",166,0,0
"3927552","39275527",170,0,0
"3927553","39275572",168,0,0
"3927554","39275577",168,0,0
"3927161","39271622",169,0,0
"3927162","39271627",167,0,0
"3927163","39271672",167,0,0
"3927164","39271677",167,0,0
"3927261","39272622",167,0,0
"3927262","39272627",169,0,0
"3927263","39272672",169,0,0
"3927264","39272677",168,0,0
"3927361","39273622",169,0,0
"3927362","39273627",167,0,0
"3927363","39273672",166,0,0
"3927364","39273677",168,0,0
"3927461","39274622",166,0,0
"3927462","39274627",170,0,0
"3927463","39274672",168,0,0
"3927464","39274677",168,0,0
"3927561","39275622",167,0,0
"3927562","39275627",165,0,0
"3927563","39275672",168,0,0
"3927564","39275677",167,0,0
"3927661","39276622",168,0,0
"3927662","39276627",168,0,0
"3927663","39276672",169,0,0
"3927664","39276677",166,0,0
"3927761","39277622",166,0,0
"3927762","39277627",168,0,0
"3927763","39277672",166,0,0
"3927764","39277677",169,0,0
"3927171","39271722",169,0,0
"3927172","39271727",166,0,0
"3927173","39271772",170,0,0
"3927174","39271777",166,0,0
"3927271","39272722",168,0,0
"3927272","39272727",168,0,0
"3927273","39272772",167,0,0
"3927274","39272777",168,0,0
"3927371","39273722",168,0,0
"3927372","39273727",168,0,0
"3927373","39273772",169,0,0
"3927374","39273777",168,0,0
"3927471","39274722",167,0,0
"3927472","39274727",168,0,0
"3927473","39274772",166,0,0
"3927474","39274777",169,0,0
"3927571","39275722",168,0,0
"3927572","39275727",167,0,0
"3927573","39275772",169,0,0
"3927574","39275777",165,0,0
"3927671","39276722",168,0,0
"3927672","39276727",166,0,0
"3927673","39276772",166,0,0
"3927674","39276777",170,0,0
"3927771","39277722",168,0,0
"3927772","39277727",168,0,0
"3927773","39277772",166,0,0
"3927774","39277777",167,0,0
"3928401","39284022",167,0,0
"3928402","39284027",166,0,0
"3928403","39284072",168,0,0
"3928404","39284077",166,0,0
"3928501","39285022",169,0,0
"3928502","39285027",167,0,0
"3928503","39285072",167,0,0
"3928504","39285077",168,0,0
"3928601","39286022",168,0,0
"3928602","39286027",168,0,0
"3928603","39286072",166,0,0
"3928604","39286077",167,0,0
"3928701","39287022",166,0,0
"3928702","39287027",168,0,0
"3928703","39287072",166,0,0
"3928704","39287077",166,0,0
"3928611","39286122",166,0,0
"3928612","39286127",170,0,0
"3928613","39286172",168,0,0
"3928614","39286177",166,0,0
"3928711","39287122",167,0,0
"3928712","39287127",166,0,0
"3928713","39287172",164,0,0
"3928714","39287177",155,0,0
"3928721","39287222",167,0,0
"3928722","39287227",168,0,0
"3928723","39287272",170,0,0
"3928724","39287277",165,0,0
"3942701","39427022",158,0,0
"3942702","39427027",160,0,0
"3942703","39427072",158,0,0
"3942704","39427077",160,0,0
"3942611","39426122",160,0,0
"3942612","39426127",160,0,0
"3942613","39426172",160,0,0
"3942614","39426177",160,0,0
"3942711","39427122",160,0,0
"3942712","39427127",160,0,0
"3942713","39427172",160,16.8361410200596,0.105225881375372
"3942714","39427177",160,0,0
"4027051","40270522",166,0,0
"4027052","40270527",168,0,0
"4027053","40270572",166,0,0
"4027054","40270577",168,0,0
"4027061","40270622",167,0,0
"4027062","40270627",169,0,0
"4027063","40270672",168,0,0
"4027064","40270677",165,0,0
"4027071","40270722",166,0,0
"4027072","40270727",166,0,0
"4027073","40270772",168,0,0
"4027074","40270777",167,0,0
"4027271","40272722",165,0,0
"4027272","40272727",167,0,0
"4027273","40272772",167,0,0
"4027274","40272777",168,0,0
"4027371","40273722",168,0,0
"4027372","40273727",167,0,0
"4027373","40273772",166,0,0
"4027374","40273777",164,0,0
"4027471","40274722",168,0,0
"4027472","40274727",166,0,0
"4027473","40274772",168,0,0
"4027474","40274777",166,0,0
"4027571","40275722",168,0,0
"4027572","40275727",165,0,0
"4027573","40275772",165,0,0
"4027574","40275777",166,0,0
"4028001","40280022",169,0,0
"4028002","40280027",166,0,0
"4028003","40280072",168,0,0
"4028004","40280077",166,0,0
"4028401","40284022",169,0,0
"4028402","40284027",164,0,0
"4028403","40284072",167,0,0
"4028404","40284077",165,0,0
"4028501","40285022",165,0,0
"4028502","40285027",169,0,0
"4028503","40285072",166,0,0
"4028504","40285077",168,0,0
"4028011","40280122",168,0,0
"4028012","40280127",166,0,0
"4028013","40280172",167,0,0
"4028014","40280177",167,0,0
"4028111","40281122",166,0,0
"4028112","40281127",168,0,0
"4028113","40281172",164,0,0
"4028114","40281177",168,0,0
"4028211","40282122",166,0,0
"4028212","40282127",167,0,0
"4028213","40282172",167,0,0
"4028214","40282177",166,0,0
"4028021","40280222",166,0,0
"4028022","40280227",168,0,0
"4028023","40280272",159,0,0
"4028024","40280277",167,0,0
"4028121","40281222",165,0,0
"4028122","40281227",167,0,0
"4028123","40281272",165,0,0
"4028124","40281277",167,0,0
"4028221","40282222",167,0,0
"4028222","40282227",165,0,0
"4028223","40282272",168,0,0
"4028224","40282277",165,0,0
"4028431","40284322",165,23.4156313240528,0.141912917115472
"4028432","40284327",166,119.184011638165,0.717975973723883
"4028433","40284372",164,33.7732022404671,0.205934160002848
"4028434","40284377",167,20.6696636676788,0.123770441123825
"4028741","40287422",163,0,0
"4028742","40287427",166,0,0
"4028743","40287472",165,0.499857664108276,0.00302944038853501
"4028744","40287477",165,15.3075076341629,0.0927727735403812
"4040661","40406622",155,0,0
"4040662","40406627",160,0,0
"4040663","40406672",160,0,0
"4040664","40406677",160,0,0
"4040761","40407622",160,0,0
"4040762","40407627",160,0,0
"4040763","40407672",160,0,0
"4040764","40407677",160,0,0
"4040671","40406722",160,0,0
"4040672","40406727",160,0,0
"4040673","40406772",160,0,0
"4040674","40406777",160,0,0
"4040771","40407722",160,0,0
"4040772","40407727",160,0,0
"4040773","40407772",160,0,0
"4040774","40407777",160,0,0
"4042001","40420022",158,0,0
"4042002","40420027",160,0,0
"4042003","40420072",158,0,0
"4042004","40420077",160,0,0
"4042011","40420122",160,0,0
"4042012","40420127",160,0,0
"4042013","40420172",160,0,0
"4042014","40420177",160,0,0
"4042411","40424122",160,0,0
"4042412","40424127",160,0,0
"4042413","40424172",160,0,0
"4042414","40424177",160,15.0507429540157,0.0940671434625983
"4042511","40425122",160,6.02635279297829,0.0376647049561143
"4042512","40425127",160,66.4865889549255,0.415541180968285
"4042513","40425172",160,0,0
"4042514","40425177",160,0,0
"4042611","40426122",160,0,0
"4042612","40426127",159,0,0
"4042613","40426172",158,0,0
"4042614","40426177",159,0,0
"4042521","40425222",160,0,0
"4042522","40425227",160,0,0
"4042523","40425272",160,0,0
"4042524","40425277",160,0,0
"4128611","41286122",164,0,0
"4128612","41286127",166,0,0
"4128613","41286172",167,0,0
"4128614","41286177",163,0,0
"4128041","41280422",166,24.3288524150848,0.146559351898101
"4128042","41280427",165,243.195149868727,1.4739099992044
"4128043","41280472",166,35.9205565154552,0.216388894671417
"4128044","41280477",165,362.106523394585,2.19458499027021
"4128051","41280522",165,44.9912838935852,0.27267444783991
"4128052","41280527",165,0,0
"4128053","41280572",166,389.067995548248,2.34378310571234
"4128054","41280577",166,5.26639699935913,0.0317252831286695
"4128151","41281522",165,110.593907296658,0.670266104828228
"4128152","41281527",164,121.28506064415,0.73954305270823
"4128153","41281572",163,0,0
"4128154","41281577",167,0,0
"4128371","41283722",166,0,0
"4128372","41283727",167,0,0
"4128373","41283772",163,0,0
"4128374","41283777",164,0.301151633262634,0.00183629044672338
"4128471","41284722",164,12.6018913686275,0.0768408010282168
"4128472","41284727",165,26.6586430966854,0.161567533919306
"4128473","41284772",163,0,0
"4128474","41284777",163,3.68087410926819,0.0225820497501116
"4128571","41285722",166,8.74290372431278,0.0526680947247758
"4128572","41285727",164,0,0
"4128573","41285772",164,26.0030378103256,0.158555108599546
"4128574","41285777",164,21.8065366446972,0.13296668685791
"4128671","41286722",166,20.5907003581524,0.124040363603328
"4128672","41286727",164,3.54022037982941,0.0215867096331061
"4128673","41286772",165,0.338745355606079,0.00205300215518836
"4128674","41286777",163,0,0
"4128771","41287722",163,0,0
"4128772","41287727",165,0,0
"4128773","41287772",164,0,0
"4128774","41287777",165,0,0
"4129401","41294022",166,1.43597841262817,0.00865047236522996
"4129402","41294027",164,0,0
"4129403","41294072",164,58.8673236072063,0.358947095165892
"4129404","41294077",165,0,0
"4129501","41295022",166,13.485505014658,0.0812379820160119
"4129502","41295027",164,0,0
"4129503","41295072",163,0,0
"4129504","41295077",165,0,0
"4129721","41297222",164,0,0
"4129722","41297227",165,0,0
"4129723","41297272",163,0,0
"4129724","41297277",164,0,0
"4142401","41424022",158,0,0
"4142402","41424027",160,0,0
"4142403","41424072",160,0,0
"4142404","41424077",160,0,0
"4142111","41421122",159,0,0
"4142112","41421127",160,0,0
"4142113","41421172",158,0,0
"4142114","41421177",160,0,0
"4142211","41422122",159,0,0
"4142212","41422127",160,0,0
"4142213","41422172",157,0,0
"4142214","41422177",154,0,0
"4142311","41423122",153,0,0
"4142312","41423127",160,0,0
"4142313","41423172",158,0,0
"4142314","41423177",160,0,0
"4142411","41424122",160,0,0
"4142412","41424127",159,0,0
"4142413","41424172",160,0,0
"4142414","41424177",159,0,0
"4229011","42290122",164,0,0
"4229012","42290127",162,7.09692651033401,0.0438081883353952
"4229013","42290172",163,0,0
"4229014","42290177",166,0,0
"4229111","42291122",164,0,0
"4229112","42291127",163,0,0
"4229113","42291172",163,0,0
"4229114","42291177",165,0,0
"4229211","42292122",164,0,0
"4229212","42292127",163,0,0
"4229213","42292172",163,0,0
"4229214","42292177",162,1.80807536840439,0.0111609590642246
"4229311","42293122",163,0,0
"4229312","42293127",164,3.6464341878891,0.0222343548042018
"4229313","42293172",164,0,0
"4229314","42293177",162,0,0
"4229021","42290222",163,5.6461306810379,0.0346388385339749
"4229022","42290227",164,0,0
"4229023","42290272",163,0,0
"4229024","42290277",163,0,0
"4229121","42291222",163,0,0
"4229122","42291227",163,4.73667761683464,0.0290593718824211
"4229123","42291272",164,16.5140399336815,0.100695365449277
"4229124","42291277",163,23.7724085748196,0.145842997391531
"4229221","42292222",163,22.5735455155373,0.138488009297775
"4229222","42292227",163,5.32795184850693,0.0326868211564842
"4229223","42292272",165,0.930277854204178,0.00563804760123744
"4229224","42292277",164,0,0
"4229321","42293222",163,16.7201481461525,0.102577595988666
"4229322","42293227",162,0,0
"4229323","42293272",162,7.56133884191513,0.0466749311229329
"4229324","42293277",166,1.61224114894867,0.00971229607800403
"4229421","42294222",163,0,0
"4229422","42294227",163,10.1653605252504,0.0623641750015364
"4229423","42294272",162,0,0
"4229424","42294277",164,0,0
"4229131","42291322",165,0,0
"4229132","42291327",164,0,0
"4229133","42291372",163,0,0
"4229134","42291377",164,0,0
"4229231","42292322",163,0,0
"4229232","42292327",163,0,0
"4229233","42292372",162,0,0
"4229234","42292377",165,0,0
"4229331","42293322",164,1.51424381136894,0.00923319397176184
"4229332","42293327",163,0,0
"4229333","42293372",162,0,0
"4229334","42293377",162,3.38162615895271,0.0208742355490908
"4229431","42294322",162,13.8669011294842,0.0855981551202727
"4229432","42294327",164,42.1846867203712,0.257223699514459
"4229433","42294372",163,0,0
"4229434","42294377",162,130.45022597909,0.8052483085129
"4229341","42293422",164,0,0
"4229342","42293427",162,0,0
"4229343","42293472",164,10.5172766149044,0.0641297354567342
"4229344","42293477",163,0,0
"4229441","42294422",163,38.2380494475365,0.234589260414334
"4229442","42294427",163,8.43789583444595,0.0517662321131654
"4229443","42294472",162,117.070230096579,0.722655741336905
"4229444","42294477",164,51.4496674835682,0.313717484655904
"4229541","42295422",163,3.31773066520691,0.0203541758601651
"4229542","42295427",162,19.22863265872,0.118695263325432
"4229543","42295472",162,0,0
"4229544","42295477",164,5.36757335066795,0.0327291057967558
"4229451","42294522",162,0,0
"4229452","42294527",163,0,0
"4229453","42294572",163,7.47046273946762,0.0458310597513351
"4229454","42294577",162,0,0
"4229551","42295522",162,14.1322304308414,0.0872359903138361
"4229552","42295527",162,13.991932362318,0.0863699528538151
"4229553","42295572",162,8.76471817493439,0.0541031986107061
"4229554","42295577",163,5.50035217404366,0.0337444918652985
"4229651","42296522",164,1.51747763156891,0.0092529123876153
"4229652","42296527",162,0,0
"4229653","42296572",163,0,0
"4229654","42296577",162,0,0
"4229371","42293722",162,1.51219999790192,0.00933456788828343
"4229372","42293727",165,6.2661971449852,0.0379769523938497
"4229373","42293772",162,22.0680552721024,0.136222563408039
"4229374","42293777",162,71.3039802014828,0.440148025935079
"4229471","42294722",163,0,0
"4229472","42294727",162,2.42559367418289,0.0149728004579191
"4229473","42294772",162,0,0
"4229474","42294777",163,0,0
"4230301","42303022",163,0,0
"4230302","42303027",162,0,0
"4230303","42303072",163,1.0534029006958,0.00646259448279632
"4230304","42303077",162,0,0
"4230401","42304022",163,10.6172132492065,0.0651362776024941
"4230402","42304027",162,0,0
"4230403","42304072",164,0,0
"4230404","42304077",162,0,0
"4328171","43281722",162,0,0
"4328172","43281727",163,0,0
"4328173","43281772",163,0,0
"4328174","43281777",163,0,0
"4328271","43282722",162,0,0
"4328272","43282727",163,0,0
"4328273","43282772",163,0,0
"4328274","43282777",161,0,0
"4329101","43291022",163,0,0
"4329102","43291027",163,0,0
"4329103","43291072",163,0,0
"4329104","43291077",161,0,0
"4329201","43292022",163,0,0
"4329202","43292027",163,0,0
"4329203","43292072",164,0,0
"4329204","43292077",162,0,0
"4329511","43295122",164,0,0
"4329512","43295127",162,0,0
"4329513","43295172",163,0,0
"4329514","43295177",161,0,0
"4329621","43296222",161,0,0
"4329622","43296227",163,0,0
"4329623","43296272",161,0,0
"4329624","43296277",162,0,0
"4329161","43291622",163,0,0
"4329162","43291627",160,0,0
"4329163","43291672",163,0,0
"4329164","43291677",162,0,0
"4429141","44291422",162,0,0
"4429142","44291427",162,0,0
"4429143","44291472",161,0,0
"4429144","44291477",160,0,0
"4429441","44294422",161,0,0
"4429442","44294427",161,0,0
"4429443","44294472",160,0,0
"4429444","44294477",163,0,0
"4429641","44296422",162,0,0
"4429642","44296427",162,0,0
"4429643","44296472",160,0,0
"4429644","44296477",160,0,0
"4429351","44293522",161,0,0
"4429352","44293527",163,0,0
"4429353","44293572",159,0,0
"4429354","44293577",161,52.6266665160656,0.32687370506873
"4429451","44294522",160,0,0
"4429452","44294527",159,0,0
"4429453","44294572",161,0,0
"4429454","44294577",162,0,0
"4429561","44295622",160,0,0
"4429562","44295627",160,0,0
"4429563","44295672",161,0,0
"4429564","44295677",158,0,0
"4429661","44296622",160,0,0
"4429662","44296627",162,0,0
"4429663","44296672",161,0,0
"4429664","44296677",162,0,0
"4429571","44295722",160,0,0
"4429572","44295727",161,0,0
"4429573","44295772",162,0,0
"4429574","44295777",160,0,0
"4429671","44296722",159,0,0
"4429672","44296727",160,0,0
"4429673","44296772",159,0,0
"4429674","44296777",159,0,0
"4429771","44297722",160,0,0
"4429772","44297727",159,0,0
"4429773","44297772",161,0,0
"4429774","44297777",160,0,0
"4440521","44405222",150,0,0
"4440522","44405227",160,0,0
"4440523","44405272",150,0,0
"4440524","44405277",160,0,0
"4529071","45290722",162,0,0
"4529072","45290727",160,0,0
"4529073","45290772",160,0,0
"4529074","45290777",160,0,0
"4530001","45300022",158,0,0
"4530002","45300027",160,0,0
"4530003","45300072",160,0,0
"4530004","45300077",159,0,0
"4530511","45305122",157,0,0
"4530512","45305127",159,0,0
"4530513","45305172",159,0,0
"4530514","45305177",159,0,0
"4530521","45305222",160,0,0
"4530522","45305227",158,0,0
"4530523","45305272",159,0,0
"4530524","45305277",158,0,0
"4530231","45302322",159,0,0
"4530232","45302327",162,0,0
"4530233","45302372",158,0,0
"4530234","45302377",161,0,0
"4530331","45303322",158,14.3276734501123,0.0906814775323566
"4530332","45303327",160,0,0
"4530333","45303372",159,0,0
"4530334","45303377",158,0,0
"4530431","45304322",159,0,0
"4530432","45304327",158,0,0
"4530433","45304372",159,3.41294261813164,0.0214650479127776
"4530434","45304377",158,0,0
"4530531","45305322",159,0,0
"4530532","45305327",159,7.25637543201447,0.0456375813334243
"4530533","45305372",159,0,0
"4530534","45305377",159,0,0
"4530241","45302422",158,0,0
"4530242","45302427",159,0,0
"4530243","45302472",159,7.46677063405514,0.0469608215978311
"4530244","45302477",158,1.20714694261551,0.00764017052288297
"4530341","45303422",159,0,0
"4530342","45303427",158,9.18598064780235,0.0581391180240655
"4530343","45303472",160,0,0
"4530344","45303477",158,2.77889740467072,0.0175879582574096
"4530441","45304422",161,0,0
"4530442","45304427",159,0,0
"4530443","45304472",160,1.03475832939148,0.00646723955869675
"4530444","45304477",158,6.51424017548561,0.041229368199276
"4530541","45305422",158,8.21216243505478,0.0519757116142708
"4530542","45305427",159,40.9111529588699,0.257302848797924
"4530543","45305472",158,0,0
"4530544","45305477",159,0,0
"4530351","45303522",159,0,0
"4530352","45303527",159,0,0
"4530353","45303572",159,40.9382135570049,0.257473041239025
"4530354","45303577",158,0,0
"4530451","45304522",157,0.643202543258667,0.00409683148572399
"4530452","45304527",159,0,0
"4530453","45304572",158,3.12703505158424,0.0197913610859762
"4530454","45304577",159,0,0
"4530461","45304622",158,0,0
"4530462","45304627",160,0,0
"4530463","45304672",159,0,0
"4530464","45304677",159,0,0
"4530561","45305622",159,0,0
"4530562","45305627",157,3.35421128571033,0.0213644030936964
"4530563","45305672",158,0,0
"4530564","45305677",158,3.61356168985367,0.0228706436066688
"4530471","45304722",159,0,0
"4530472","45304727",158,0,0
"4530473","45304772",158,29.0641762316227,0.183950482478625
"4530474","45304777",158,66.5466823577881,0.421181533910051
"4530571","45305722",159,48.3251241445541,0.303931598393422
"4530572","45305727",158,2.67769679427147,0.0169474480650093
"4530573","45305772",160,18.3083778917789,0.114427361823618
"4530574","45305777",157,12.5315059125423,0.079818508997085
"4530671","45306722",159,0.273540735244751,0.00172038198267139
"4530672","45306727",159,35.060704857111,0.220507577717679
"4530673","45306772",158,0,0
"4530674","45306777",159,4.69197252392769,0.0295092611567779
"4530771","45307722",158,0,0
"4530772","45307727",158,7.71714061498642,0.0488426621201672
"4530773","45307772",157,0,0
"4530774","45307777",160,0,0
"4531601","45316022",157,0,0
"4531602","45316027",159,0,0
"4531603","45316072",158,4.78455632925034,0.0302820020838629
"4531604","45316077",158,0,0
"4531701","45317022",158,1.05811005830765,0.00669689910321296
"4531702","45317027",158,0,0
"4531703","45317072",157,0,0
"4531704","45317077",158,0,0
"4540521","45405222",154,0,0
"4540522","45405227",156,0,0
"4540523","45405272",160,0,0
"4540524","45405277",150,0,0
"4629131","46291322",160,0,0
"4629132","46291327",157,0,0
"4629133","46291372",158,0,0
"4629134","46291377",161,0,0
"4629231","46292322",158,0,0
"4629232","46292327",160,0,0
"4629233","46292372",159,0,0
"4629234","46292377",159,0,0
"4629531","46295322",159,0,0
"4629532","46295327",158,0,0
"4629533","46295372",157,0,0
"4629534","46295377",160,0,0
"4629631","46296322",158,0,0
"4629632","46296327",159,0,0
"4629633","46296372",160,0,0
"4629634","46296377",157,0,0
"4629751","46297522",157,0,0
"4629752","46297527",157,0,0
"4629753","46297572",157,0,0
"4629754","46297577",158,0,0
"4629171","46291722",158,0,0
"4629172","46291727",160,0,0
"4629173","46291772",158,0,0
"4629174","46291777",157,0,0
"4629271","46292722",159,0,0
"4629272","46292727",158,0,0
"4629273","46292772",158,0,0
"4629274","46292777",158,0,0
"4630001","46300022",157,0,0
